REGION;COUNTRY;BRAND;DATE;SALES
EMEA SOUTH;ITALIA;GM;2019-10;4428
EMEA SOUTH;ITALIA;GM;2019-11;4402
EMEA SOUTH;ITALIA;GM;2019-12;3662
EMEA SOUTH;ITALIA;GM;2020-01;
EMEA SOUTH;ITALIA;GM;2020-02;
EMEA SOUTH;ITALIA;GM;2020-03;
EMEA SOUTH;ITALIA;GM;2020-04;
EMEA SOUTH;ITALIA;GM;2020-05;
EMEA SOUTH;ITALIA;GM;2020-06;
EMEA SOUTH;ITALIA;GM;2020-07;
EMEA SOUTH;ITALIA;GM;2020-08;
EMEA SOUTH;ITALIA;GM;2020-09;
EMEA SOUTH;ITALIA;GM;2020-10;
EMEA SOUTH;ITALIA;GM;2020-11;
EMEA SOUTH;ITALIA;GM;2020-12;
EMEA NORTH;UK;VOLVO;2015-01;60
EMEA NORTH;UK;VOLVO;2015-02;115
EMEA NORTH;UK;VOLVO;2015-03;73
EMEA NORTH;UK;VOLVO;2015-04;89
EMEA NORTH;UK;VOLVO;2015-05;128
EMEA NORTH;UK;VOLVO;2015-06;72
EMEA NORTH;UK;VOLVO;2015-07;91
EMEA NORTH;UK;VOLVO;2015-08;65
EMEA NORTH;UK;VOLVO;2015-09;63
EMEA NORTH;UK;VOLVO;2015-10;45
EMEA NORTH;UK;VOLVO;2015-11;52
EMEA NORTH;UK;VOLVO;2015-12;69
EMEA NORTH;UK;VOLVO;2016-01;86
EMEA NORTH;UK;VOLVO;2016-02;59
EMEA NORTH;UK;VOLVO;2016-03;58
EMEA NORTH;UK;VOLVO;2016-04;38
EMEA NORTH;UK;VOLVO;2016-05;46
EMEA NORTH;UK;VOLVO;2016-06;60
EMEA NORTH;UK;VOLVO;2016-07;31
EMEA NORTH;UK;VOLVO;2016-08;24
EMEA NORTH;UK;VOLVO;2016-09;32
EMEA NORTH;UK;VOLVO;2016-10;44
EMEA NORTH;UK;VOLVO;2016-11;32
EMEA NORTH;UK;VOLVO;2016-12;50
EMEA NORTH;UK;VOLVO;2017-01;36
EMEA NORTH;UK;VOLVO;2017-02;43
EMEA NORTH;UK;VOLVO;2017-03;30
EMEA NORTH;UK;VOLVO;2017-04;56
EMEA NORTH;UK;VOLVO;2017-05;35
EMEA NORTH;UK;VOLVO;2017-06;34
EMEA NORTH;UK;VOLVO;2017-07;36
EMEA NORTH;UK;VOLVO;2017-08;22
EMEA NORTH;UK;VOLVO;2017-09;34
EMEA NORTH;UK;VOLVO;2017-10;34
EMEA NORTH;UK;VOLVO;2017-11;29
EMEA NORTH;UK;VOLVO;2017-12;50
EMEA NORTH;UK;VOLVO;2018-01;42
EMEA NORTH;UK;VOLVO;2018-02;36
EMEA NORTH;UK;VOLVO;2018-03;33
EMEA NORTH;UK;VOLVO;2018-04;37
EMEA NORTH;UK;VOLVO;2018-05;37
EMEA NORTH;UK;VOLVO;2018-06;37
EMEA NORTH;UK;VOLVO;2018-07;41
EMEA NORTH;UK;VOLVO;2018-08;63
EMEA NORTH;UK;VOLVO;2018-09;38
EMEA NORTH;UK;VOLVO;2018-10;29
EMEA NORTH;UK;VOLVO;2018-11;28
EMEA NORTH;UK;VOLVO;2018-12;46
EMEA NORTH;UK;VOLVO;2019-01;59
EMEA NORTH;UK;VOLVO;2019-02;69
EMEA NORTH;UK;VOLVO;2019-03;55
EMEA NORTH;UK;VOLVO;2019-04;43
EMEA NORTH;UK;VOLVO;2019-05;37
EMEA NORTH;UK;VOLVO;2019-06;54
EMEA NORTH;UK;VOLVO;2019-07;47
EMEA NORTH;UK;VOLVO;2019-08;62
EMEA NORTH;UK;VOLVO;2019-09;49
EMEA NORTH;UK;VOLVO;2019-10;60
EMEA NORTH;UK;VOLVO;2019-11;55
EMEA NORTH;UK;VOLVO;2019-12;82
EMEA NORTH;UK;VOLVO;2020-01;
EMEA NORTH;UK;VOLVO;2020-02;
EMEA NORTH;UK;VOLVO;2020-03;
EMEA NORTH;UK;VOLVO;2020-04;
EMEA NORTH;UK;VOLVO;2020-05;
EMEA NORTH;UK;VOLVO;2020-06;
EMEA NORTH;UK;VOLVO;2020-07;
EMEA NORTH;UK;VOLVO;2020-08;
EMEA NORTH;UK;VOLVO;2020-09;
EMEA NORTH;UK;VOLVO;2020-10;
EMEA NORTH;UK;VOLVO;2020-11;
EMEA NORTH;UK;VOLVO;2020-12;
EMEA NORTH;BELGIUM;PORSCHE;2015-01;21448
EMEA NORTH;BELGIUM;PORSCHE;2015-02;15546
EMEA NORTH;BELGIUM;PORSCHE;2015-03;23802
EMEA NORTH;BELGIUM;PORSCHE;2015-04;21582
EMEA NORTH;BELGIUM;PORSCHE;2015-05;24638
EMEA NORTH;BELGIUM;PORSCHE;2015-06;23204
EMEA NORTH;BELGIUM;PORSCHE;2015-07;17625
EMEA NORTH;BELGIUM;PORSCHE;2015-08;9755
EMEA NORTH;BELGIUM;PORSCHE;2015-09;21673
EMEA NORTH;BELGIUM;PORSCHE;2015-10;17248
EMEA NORTH;BELGIUM;PORSCHE;2015-11;22571
EMEA NORTH;BELGIUM;PORSCHE;2015-12;18202
EMEA NORTH;BELGIUM;PORSCHE;2016-01;22204
EMEA NORTH;BELGIUM;PORSCHE;2016-02;17551
EMEA NORTH;BELGIUM;PORSCHE;2016-03;21685
EMEA NORTH;BELGIUM;PORSCHE;2016-04;16593
EMEA NORTH;BELGIUM;PORSCHE;2016-05;20186
EMEA NORTH;BELGIUM;PORSCHE;2016-06;21385
EMEA NORTH;BELGIUM;PORSCHE;2016-07;15357
EMEA NORTH;BELGIUM;PORSCHE;2016-08;8547
EMEA NORTH;BELGIUM;PORSCHE;2016-09;22572
EMEA NORTH;BELGIUM;PORSCHE;2016-10;18122
EMEA NORTH;BELGIUM;PORSCHE;2016-11;16245
EMEA NORTH;BELGIUM;PORSCHE;2016-12;18238
EMEA NORTH;BELGIUM;PORSCHE;2017-01;15333
EMEA NORTH;BELGIUM;PORSCHE;2017-02;15188
EMEA NORTH;BELGIUM;PORSCHE;2017-03;21237
EMEA NORTH;BELGIUM;PORSCHE;2017-04;18714
EMEA NORTH;BELGIUM;PORSCHE;2017-05;19813
EMEA NORTH;BELGIUM;PORSCHE;2017-06;20683
EMEA NORTH;BELGIUM;PORSCHE;2017-07;18604
EMEA NORTH;BELGIUM;PORSCHE;2017-08;10001
EMEA NORTH;BELGIUM;PORSCHE;2017-09;24332
EMEA NORTH;BELGIUM;PORSCHE;2017-10;18088
EMEA NORTH;BELGIUM;PORSCHE;2017-11;21501
EMEA NORTH;BELGIUM;PORSCHE;2017-12;22281
EMEA NORTH;BELGIUM;PORSCHE;2018-01;17384
EMEA NORTH;BELGIUM;PORSCHE;2018-02;13192
EMEA NORTH;BELGIUM;PORSCHE;2018-03;23327
EMEA NORTH;BELGIUM;PORSCHE;2018-04;20450
EMEA NORTH;BELGIUM;PORSCHE;2018-05;18697
EMEA NORTH;BELGIUM;PORSCHE;2018-06;18377
EMEA NORTH;BELGIUM;PORSCHE;2018-07;18466
EMEA NORTH;BELGIUM;PORSCHE;2018-08;10245
EMEA NORTH;BELGIUM;PORSCHE;2018-09;22942
EMEA NORTH;BELGIUM;PORSCHE;2018-10;22239
EMEA NORTH;BELGIUM;PORSCHE;2018-11;24265
EMEA NORTH;BELGIUM;PORSCHE;2018-12;23707
EMEA NORTH;BELGIUM;PORSCHE;2019-01;20513
EMEA NORTH;BELGIUM;PORSCHE;2019-02;16468
EMEA NORTH;BELGIUM;PORSCHE;2019-03;27799
EMEA NORTH;BELGIUM;PORSCHE;2019-04;22992
EMEA NORTH;BELGIUM;PORSCHE;2019-05;17956
EMEA NORTH;BELGIUM;PORSCHE;2019-06;27169
EMEA NORTH;BELGIUM;PORSCHE;2019-07;20047
EMEA NORTH;BELGIUM;PORSCHE;2019-08;14106
EMEA NORTH;BELGIUM;PORSCHE;2019-09;28256
EMEA NORTH;BELGIUM;PORSCHE;2019-10;28019
EMEA NORTH;BELGIUM;PORSCHE;2019-11;28257
EMEA NORTH;BELGIUM;PORSCHE;2019-12;32636
EMEA NORTH;BELGIUM;PORSCHE;2020-01;
EMEA NORTH;BELGIUM;PORSCHE;2020-02;
EMEA NORTH;BELGIUM;PORSCHE;2020-03;
EMEA NORTH;BELGIUM;PORSCHE;2020-04;
EMEA NORTH;BELGIUM;PORSCHE;2020-05;
EMEA NORTH;BELGIUM;PORSCHE;2020-06;
EMEA NORTH;BELGIUM;PORSCHE;2020-07;
EMEA NORTH;BELGIUM;PORSCHE;2020-08;
EMEA NORTH;BELGIUM;PORSCHE;2020-09;
EMEA NORTH;BELGIUM;PORSCHE;2020-10;
EMEA NORTH;BELGIUM;PORSCHE;2020-11;
EMEA NORTH;BELGIUM;PORSCHE;2020-12;
EMEA NORTH;GERMANY;RENAULT;2015-01;2688
EMEA NORTH;GERMANY;RENAULT;2015-02;2585
EMEA NORTH;GERMANY;RENAULT;2015-03;4119
EMEA NORTH;GERMANY;RENAULT;2015-04;4109
EMEA NORTH;GERMANY;RENAULT;2015-05;3971
EMEA NORTH;GERMANY;RENAULT;2015-06;3262
EMEA NORTH;GERMANY;RENAULT;2015-07;3341
EMEA NORTH;GERMANY;RENAULT;2015-08;2057
EMEA NORTH;GERMANY;RENAULT;2015-09;4797
EMEA NORTH;GERMANY;RENAULT;2015-10;3365
EMEA NORTH;GERMANY;RENAULT;2015-11;2874
EMEA NORTH;GERMANY;RENAULT;2015-12;3488
EMEA NORTH;GERMANY;RENAULT;2016-01;2928
EMEA NORTH;GERMANY;RENAULT;2016-02;2457
EMEA NORTH;GERMANY;RENAULT;2016-03;5843
EMEA NORTH;GERMANY;RENAULT;2016-04;4017
EMEA NORTH;GERMANY;RENAULT;2016-05;4057
EMEA NORTH;GERMANY;RENAULT;2016-06;4846
EMEA NORTH;GERMANY;RENAULT;2016-07;4606
EMEA NORTH;GERMANY;RENAULT;2016-08;2387
EMEA NORTH;GERMANY;RENAULT;2016-09;3891
EMEA NORTH;GERMANY;RENAULT;2016-10;3049
EMEA NORTH;GERMANY;RENAULT;2016-11;2835
EMEA NORTH;GERMANY;RENAULT;2016-12;3065
EMEA NORTH;GERMANY;RENAULT;2017-01;3798
EMEA NORTH;GERMANY;RENAULT;2017-02;2233
EMEA NORTH;GERMANY;RENAULT;2017-03;4966
EMEA NORTH;GERMANY;RENAULT;2017-04;3918
EMEA NORTH;GERMANY;RENAULT;2017-05;4009
EMEA NORTH;GERMANY;RENAULT;2017-06;3538
EMEA NORTH;GERMANY;RENAULT;2017-07;3862
EMEA NORTH;GERMANY;RENAULT;2017-08;1947
EMEA NORTH;GERMANY;RENAULT;2017-09;3405
EMEA NORTH;GERMANY;RENAULT;2017-10;4262
EMEA NORTH;GERMANY;RENAULT;2017-11;3638
EMEA NORTH;GERMANY;RENAULT;2017-12;3111
EMEA NORTH;GERMANY;RENAULT;2018-01;3655
EMEA NORTH;GERMANY;RENAULT;2018-02;2583
EMEA NORTH;GERMANY;RENAULT;2018-03;4074
EMEA NORTH;GERMANY;RENAULT;2018-04;6361
EMEA NORTH;GERMANY;RENAULT;2018-05;4734
EMEA NORTH;GERMANY;RENAULT;2018-06;4690
EMEA NORTH;GERMANY;RENAULT;2018-07;4951
EMEA NORTH;GERMANY;RENAULT;2018-08;3180
EMEA NORTH;GERMANY;RENAULT;2018-09;4389
EMEA NORTH;GERMANY;RENAULT;2018-10;4818
EMEA NORTH;GERMANY;RENAULT;2018-11;4316
EMEA NORTH;GERMANY;RENAULT;2018-12;3780
EMEA NORTH;GERMANY;RENAULT;2019-01;5324
EMEA NORTH;GERMANY;RENAULT;2019-02;3990
EMEA NORTH;GERMANY;RENAULT;2019-03;7862
EMEA NORTH;GERMANY;RENAULT;2019-04;7091
EMEA NORTH;GERMANY;RENAULT;2019-05;5524
EMEA NORTH;GERMANY;RENAULT;2019-06;6978
EMEA NORTH;GERMANY;RENAULT;2019-07;6792
EMEA NORTH;GERMANY;RENAULT;2019-08;3946
EMEA NORTH;GERMANY;RENAULT;2019-09;5548
EMEA NORTH;GERMANY;RENAULT;2019-10;5076
EMEA NORTH;GERMANY;RENAULT;2019-11;4513
EMEA NORTH;GERMANY;RENAULT;2019-12;3426
EMEA NORTH;GERMANY;RENAULT;2020-01;
EMEA NORTH;GERMANY;RENAULT;2020-02;
EMEA NORTH;GERMANY;RENAULT;2020-03;
EMEA NORTH;GERMANY;RENAULT;2020-04;
EMEA NORTH;GERMANY;RENAULT;2020-05;
EMEA NORTH;GERMANY;RENAULT;2020-06;
EMEA NORTH;GERMANY;RENAULT;2020-07;
EMEA NORTH;GERMANY;RENAULT;2020-08;
EMEA NORTH;GERMANY;RENAULT;2020-09;
EMEA NORTH;GERMANY;RENAULT;2020-10;
EMEA NORTH;GERMANY;RENAULT;2020-11;
EMEA NORTH;GERMANY;RENAULT;2020-12;
EMEA NORTH;FRANCE;SEAT;2015-01;90617
EMEA NORTH;FRANCE;SEAT;2015-02;87973
EMEA NORTH;FRANCE;SEAT;2015-03;97173
EMEA NORTH;FRANCE;SEAT;2015-04;84493
EMEA NORTH;FRANCE;SEAT;2015-05;94063
EMEA NORTH;FRANCE;SEAT;2015-06;83234
EMEA NORTH;FRANCE;SEAT;2015-07;75167
EMEA NORTH;FRANCE;SEAT;2015-08;56436
EMEA NORTH;FRANCE;SEAT;2015-09;81659
EMEA NORTH;FRANCE;SEAT;2015-10;75147
EMEA NORTH;FRANCE;SEAT;2015-11;73138
EMEA NORTH;FRANCE;SEAT;2015-12;75850
EMEA NORTH;FRANCE;SEAT;2016-01;52445
EMEA NORTH;FRANCE;SEAT;2016-02;63628
EMEA NORTH;FRANCE;SEAT;2016-03;82261
EMEA NORTH;FRANCE;SEAT;2016-04;64059
EMEA NORTH;FRANCE;SEAT;2016-05;78825
EMEA NORTH;FRANCE;SEAT;2016-06;84457
EMEA NORTH;FRANCE;SEAT;2016-07;62693
EMEA NORTH;FRANCE;SEAT;2016-08;44325
EMEA NORTH;FRANCE;SEAT;2016-09;51298
EMEA NORTH;FRANCE;SEAT;2016-10;63648
EMEA NORTH;FRANCE;SEAT;2016-11;57063
EMEA NORTH;FRANCE;SEAT;2016-12;47642
EMEA NORTH;FRANCE;SEAT;2017-01;46819
EMEA NORTH;FRANCE;SEAT;2017-02;61817
EMEA NORTH;FRANCE;SEAT;2017-03;78414
EMEA NORTH;FRANCE;SEAT;2017-04;69945
EMEA NORTH;FRANCE;SEAT;2017-05;53173
EMEA NORTH;FRANCE;SEAT;2017-06;78878
EMEA NORTH;FRANCE;SEAT;2017-07;60188
EMEA NORTH;FRANCE;SEAT;2017-08;46053
EMEA NORTH;FRANCE;SEAT;2017-09;75231
EMEA NORTH;FRANCE;SEAT;2017-10;64988
EMEA NORTH;FRANCE;SEAT;2017-11;53598
EMEA NORTH;FRANCE;SEAT;2017-12;66533
EMEA NORTH;FRANCE;SEAT;2018-01;61123
EMEA NORTH;FRANCE;SEAT;2018-02;55428
EMEA NORTH;FRANCE;SEAT;2018-03;92285
EMEA NORTH;FRANCE;SEAT;2018-04;72875
EMEA NORTH;FRANCE;SEAT;2018-05;67476
EMEA NORTH;FRANCE;SEAT;2018-06;91380
EMEA NORTH;FRANCE;SEAT;2018-07;56391
EMEA NORTH;FRANCE;SEAT;2018-08;42799
EMEA NORTH;FRANCE;SEAT;2018-09;66761
EMEA NORTH;FRANCE;SEAT;2018-10;79053
EMEA NORTH;FRANCE;SEAT;2018-11;57534
EMEA NORTH;FRANCE;SEAT;2018-12;76152
EMEA NORTH;FRANCE;SEAT;2019-01;61261
EMEA NORTH;FRANCE;SEAT;2019-02;74013
EMEA NORTH;FRANCE;SEAT;2019-03;98013
EMEA NORTH;FRANCE;SEAT;2019-04;75733
EMEA NORTH;FRANCE;SEAT;2019-05;71766
EMEA NORTH;FRANCE;SEAT;2019-06;113938
EMEA NORTH;FRANCE;SEAT;2019-07;57654
EMEA NORTH;FRANCE;SEAT;2019-08;38967
EMEA NORTH;FRANCE;SEAT;2019-09;74343
EMEA NORTH;FRANCE;SEAT;2019-10;79938
EMEA NORTH;FRANCE;SEAT;2019-11;81864
EMEA NORTH;FRANCE;SEAT;2019-12;88141
EMEA NORTH;FRANCE;SEAT;2020-01;
EMEA NORTH;FRANCE;SEAT;2020-02;
EMEA NORTH;FRANCE;SEAT;2020-03;
EMEA NORTH;FRANCE;SEAT;2020-04;
EMEA NORTH;FRANCE;SEAT;2020-05;
EMEA NORTH;FRANCE;SEAT;2020-06;
EMEA NORTH;FRANCE;SEAT;2020-07;
EMEA NORTH;FRANCE;SEAT;2020-08;
EMEA NORTH;FRANCE;SEAT;2020-09;
EMEA NORTH;FRANCE;SEAT;2020-10;
EMEA NORTH;FRANCE;SEAT;2020-11;
EMEA NORTH;FRANCE;SEAT;2020-12;
EMEA SOUTH;SPAIN;ALFA ROMEO;2015-01;23437
EMEA SOUTH;SPAIN;ALFA ROMEO;2015-02;21968
EMEA SOUTH;SPAIN;ALFA ROMEO;2015-03;32772
EMEA SOUTH;SPAIN;ALFA ROMEO;2015-04;26128
EMEA SOUTH;SPAIN;ALFA ROMEO;2015-05;25804
EMEA SOUTH;SPAIN;ALFA ROMEO;2015-06;28620
EMEA SOUTH;SPAIN;ALFA ROMEO;2015-07;25346
EMEA SOUTH;SPAIN;ALFA ROMEO;2015-08;16708
EMEA SOUTH;SPAIN;ALFA ROMEO;2015-09;26364
EMEA SOUTH;SPAIN;ALFA ROMEO;2015-10;20177
EMEA SOUTH;SPAIN;ALFA ROMEO;2015-11;19042
EMEA SOUTH;SPAIN;ALFA ROMEO;2015-12;23400
EMEA SOUTH;SPAIN;ALFA ROMEO;2016-01;17451
EMEA SOUTH;SPAIN;ALFA ROMEO;2016-02;20400
EMEA SOUTH;SPAIN;ALFA ROMEO;2016-03;30375
EMEA SOUTH;SPAIN;ALFA ROMEO;2016-04;19820
EMEA SOUTH;SPAIN;ALFA ROMEO;2016-05;23193
EMEA SOUTH;SPAIN;ALFA ROMEO;2016-06;23239
EMEA SOUTH;SPAIN;ALFA ROMEO;2016-07;21071
EMEA SOUTH;SPAIN;ALFA ROMEO;2016-08;16383
EMEA SOUTH;SPAIN;ALFA ROMEO;2016-09;23411
EMEA SOUTH;SPAIN;ALFA ROMEO;2016-10;19161
EMEA SOUTH;SPAIN;ALFA ROMEO;2016-11;17592
EMEA SOUTH;SPAIN;ALFA ROMEO;2016-12;18960
EMEA SOUTH;SPAIN;ALFA ROMEO;2017-01;18716
EMEA SOUTH;SPAIN;ALFA ROMEO;2017-02;16527
EMEA SOUTH;SPAIN;ALFA ROMEO;2017-03;32497
EMEA SOUTH;SPAIN;ALFA ROMEO;2017-04;29898
EMEA SOUTH;SPAIN;ALFA ROMEO;2017-05;22854
EMEA SOUTH;SPAIN;ALFA ROMEO;2017-06;28822
EMEA SOUTH;SPAIN;ALFA ROMEO;2017-07;27626
EMEA SOUTH;SPAIN;ALFA ROMEO;2017-08;16233
EMEA SOUTH;SPAIN;ALFA ROMEO;2017-09;23065
EMEA SOUTH;SPAIN;ALFA ROMEO;2017-10;22810
EMEA SOUTH;SPAIN;ALFA ROMEO;2017-11;22522
EMEA SOUTH;SPAIN;ALFA ROMEO;2017-12;20642
EMEA SOUTH;SPAIN;ALFA ROMEO;2018-01;23590
EMEA SOUTH;SPAIN;ALFA ROMEO;2018-02;17941
EMEA SOUTH;SPAIN;ALFA ROMEO;2018-03;28634
EMEA SOUTH;SPAIN;ALFA ROMEO;2018-04;27053
EMEA SOUTH;SPAIN;ALFA ROMEO;2018-05;28394
EMEA SOUTH;SPAIN;ALFA ROMEO;2018-06;25678
EMEA SOUTH;SPAIN;ALFA ROMEO;2018-07;28535
EMEA SOUTH;SPAIN;ALFA ROMEO;2018-08;19135
EMEA SOUTH;SPAIN;ALFA ROMEO;2018-09;23623
EMEA SOUTH;SPAIN;ALFA ROMEO;2018-10;30373
EMEA SOUTH;SPAIN;ALFA ROMEO;2018-11;26081
EMEA SOUTH;SPAIN;ALFA ROMEO;2018-12;26374
EMEA SOUTH;SPAIN;ALFA ROMEO;2019-01;22848
EMEA SOUTH;SPAIN;ALFA ROMEO;2019-02;26269
EMEA SOUTH;SPAIN;ALFA ROMEO;2019-03;39882
EMEA SOUTH;SPAIN;ALFA ROMEO;2019-04;24061
EMEA SOUTH;SPAIN;ALFA ROMEO;2019-05;26664
EMEA SOUTH;SPAIN;ALFA ROMEO;2019-06;30346
EMEA SOUTH;SPAIN;ALFA ROMEO;2019-07;29161
EMEA SOUTH;SPAIN;ALFA ROMEO;2019-08;15217
EMEA SOUTH;SPAIN;ALFA ROMEO;2019-09;27090
EMEA SOUTH;SPAIN;ALFA ROMEO;2019-10;21131
EMEA SOUTH;SPAIN;ALFA ROMEO;2019-11;22905
EMEA SOUTH;SPAIN;ALFA ROMEO;2019-12;23408
EMEA SOUTH;SPAIN;ALFA ROMEO;2020-01;
EMEA SOUTH;SPAIN;ALFA ROMEO;2020-02;
EMEA SOUTH;SPAIN;ALFA ROMEO;2020-03;
EMEA SOUTH;SPAIN;ALFA ROMEO;2020-04;
EMEA SOUTH;SPAIN;ALFA ROMEO;2020-05;
EMEA SOUTH;SPAIN;ALFA ROMEO;2020-06;
EMEA SOUTH;SPAIN;ALFA ROMEO;2020-07;
EMEA SOUTH;SPAIN;ALFA ROMEO;2020-08;
EMEA SOUTH;SPAIN;ALFA ROMEO;2020-09;
EMEA SOUTH;SPAIN;ALFA ROMEO;2020-10;
EMEA SOUTH;SPAIN;ALFA ROMEO;2020-11;
EMEA SOUTH;SPAIN;ALFA ROMEO;2020-12;
EMEA SOUTH;ITALIA;SEAT;2015-01;10583
EMEA SOUTH;ITALIA;SEAT;2015-02;10603
EMEA SOUTH;ITALIA;SEAT;2015-03;17343
EMEA SOUTH;ITALIA;SEAT;2015-04;12657
EMEA SOUTH;ITALIA;SEAT;2015-05;13063
EMEA SOUTH;ITALIA;SEAT;2015-06;14193
EMEA SOUTH;ITALIA;SEAT;2015-07;11221
EMEA SOUTH;ITALIA;SEAT;2015-08;6553
EMEA SOUTH;ITALIA;SEAT;2015-09;11072
EMEA SOUTH;ITALIA;SEAT;2015-10;7803
EMEA SOUTH;ITALIA;SEAT;2015-11;8008
EMEA SOUTH;ITALIA;SEAT;2015-12;7522
EMEA SOUTH;ITALIA;SEAT;2016-01;8848
EMEA SOUTH;ITALIA;SEAT;2016-02;7971
EMEA SOUTH;ITALIA;SEAT;2016-03;8659
EMEA SOUTH;ITALIA;SEAT;2016-04;7545
EMEA SOUTH;ITALIA;SEAT;2016-05;8283
EMEA SOUTH;ITALIA;SEAT;2016-06;9053
EMEA SOUTH;ITALIA;SEAT;2016-07;5964
EMEA SOUTH;ITALIA;SEAT;2016-08;3675
EMEA SOUTH;ITALIA;SEAT;2016-09;6933
EMEA SOUTH;ITALIA;SEAT;2016-10;6849
EMEA SOUTH;ITALIA;SEAT;2016-11;6047
EMEA SOUTH;ITALIA;SEAT;2016-12;4525
EMEA SOUTH;ITALIA;SEAT;2017-01;5977
EMEA SOUTH;ITALIA;SEAT;2017-02;4948
EMEA SOUTH;ITALIA;SEAT;2017-03;7321
EMEA SOUTH;ITALIA;SEAT;2017-04;6147
EMEA SOUTH;ITALIA;SEAT;2017-05;5853
EMEA SOUTH;ITALIA;SEAT;2017-06;5724
EMEA SOUTH;ITALIA;SEAT;2017-07;5906
EMEA SOUTH;ITALIA;SEAT;2017-08;3058
EMEA SOUTH;ITALIA;SEAT;2017-09;6377
EMEA SOUTH;ITALIA;SEAT;2017-10;4194
EMEA SOUTH;ITALIA;SEAT;2017-11;5019
EMEA SOUTH;ITALIA;SEAT;2017-12;4476
EMEA SOUTH;ITALIA;SEAT;2018-01;4132
EMEA SOUTH;ITALIA;SEAT;2018-02;4162
EMEA SOUTH;ITALIA;SEAT;2018-03;6451
EMEA SOUTH;ITALIA;SEAT;2018-04;5882
EMEA SOUTH;ITALIA;SEAT;2018-05;6184
EMEA SOUTH;ITALIA;SEAT;2018-06;5938
EMEA SOUTH;ITALIA;SEAT;2018-07;4202
EMEA SOUTH;ITALIA;SEAT;2018-08;2214
EMEA SOUTH;ITALIA;SEAT;2018-09;4388
EMEA SOUTH;ITALIA;SEAT;2018-10;5181
EMEA SOUTH;ITALIA;SEAT;2018-11;4725
EMEA SOUTH;ITALIA;SEAT;2018-12;4264
EMEA SOUTH;ITALIA;SEAT;2019-01;3999
EMEA SOUTH;ITALIA;SEAT;2019-02;4585
EMEA SOUTH;ITALIA;SEAT;2019-03;6826
EMEA SOUTH;ITALIA;SEAT;2019-04;4473
EMEA SOUTH;ITALIA;SEAT;2019-05;4947
EMEA SOUTH;ITALIA;SEAT;2019-06;5324
EMEA SOUTH;ITALIA;SEAT;2019-07;5007
EMEA SOUTH;ITALIA;SEAT;2019-08;2376
EMEA SOUTH;ITALIA;SEAT;2019-09;4816
EMEA SOUTH;ITALIA;SEAT;2019-10;4898
EMEA SOUTH;ITALIA;SEAT;2019-11;4180
EMEA SOUTH;ITALIA;SEAT;2019-12;3546
EMEA SOUTH;ITALIA;SEAT;2020-01;
EMEA SOUTH;ITALIA;SEAT;2020-02;
EMEA SOUTH;ITALIA;SEAT;2020-03;
EMEA SOUTH;ITALIA;SEAT;2020-04;
EMEA SOUTH;ITALIA;SEAT;2020-05;
EMEA SOUTH;ITALIA;SEAT;2020-06;
EMEA SOUTH;ITALIA;SEAT;2020-07;
EMEA SOUTH;ITALIA;SEAT;2020-08;
EMEA SOUTH;ITALIA;SEAT;2020-09;
EMEA SOUTH;ITALIA;SEAT;2020-10;
EMEA SOUTH;ITALIA;SEAT;2020-11;
EMEA SOUTH;ITALIA;SEAT;2020-12;
EMEA NORTH;UK;ALFA ROMEO;2015-01;65
EMEA NORTH;UK;ALFA ROMEO;2015-02;99
EMEA NORTH;UK;ALFA ROMEO;2015-03;85
EMEA NORTH;UK;ALFA ROMEO;2015-04;76
EMEA NORTH;UK;ALFA ROMEO;2015-05;104
EMEA NORTH;UK;ALFA ROMEO;2015-06;71
EMEA NORTH;UK;ALFA ROMEO;2015-07;91
EMEA NORTH;UK;ALFA ROMEO;2015-08;67
EMEA NORTH;UK;ALFA ROMEO;2015-09;75
EMEA NORTH;UK;ALFA ROMEO;2015-10;43
EMEA NORTH;UK;ALFA ROMEO;2015-11;50
EMEA NORTH;UK;ALFA ROMEO;2015-12;88
EMEA NORTH;UK;ALFA ROMEO;2016-01;99
EMEA NORTH;UK;ALFA ROMEO;2016-02;61
EMEA NORTH;UK;ALFA ROMEO;2016-03;52
EMEA NORTH;UK;ALFA ROMEO;2016-04;39
EMEA NORTH;UK;ALFA ROMEO;2016-05;49
EMEA NORTH;UK;ALFA ROMEO;2016-06;72
EMEA NORTH;UK;ALFA ROMEO;2016-07;31
EMEA NORTH;UK;ALFA ROMEO;2016-08;22
EMEA NORTH;UK;ALFA ROMEO;2016-09;27
EMEA NORTH;UK;ALFA ROMEO;2016-10;47
EMEA NORTH;UK;ALFA ROMEO;2016-11;31
EMEA NORTH;UK;ALFA ROMEO;2016-12;45
EMEA NORTH;UK;ALFA ROMEO;2017-01;30
EMEA NORTH;UK;ALFA ROMEO;2017-02;47
EMEA NORTH;UK;ALFA ROMEO;2017-03;35
EMEA NORTH;UK;ALFA ROMEO;2017-04;53
EMEA NORTH;UK;ALFA ROMEO;2017-05;42
EMEA NORTH;UK;ALFA ROMEO;2017-06;42
EMEA NORTH;UK;ALFA ROMEO;2017-07;43
EMEA NORTH;UK;ALFA ROMEO;2017-08;25
EMEA NORTH;UK;ALFA ROMEO;2017-09;33
EMEA NORTH;UK;ALFA ROMEO;2017-10;34
EMEA NORTH;UK;ALFA ROMEO;2017-11;33
EMEA NORTH;UK;ALFA ROMEO;2017-12;48
